__v,_id,capacity,classification,credit,name,users
23,6471ea1d8c0d64b3c267460a,38,일교,1,Subject-27,"[{""$oid"":""6471ea1e8c0d64b3c26746d8""},{""$oid"":""6471ea208c0d64b3c2674720""},{""$oid"":""6471ea218c0d64b3c2674744""},{""$oid"":""6471ea238c0d64b3c2674790""},{""$oid"":""6471ea258c0d64b3c26747fa""},{""$oid"":""6471ea268c0d64b3c2674816""},{""$oid"":""6471ea268c0d64b3c267481c""},{""$oid"":""6471ea288c0d64b3c2674866""},{""$oid"":""6471ea298c0d64b3c2674888""},{""$oid"":""6471ea298c0d64b3c267489e""},{""$oid"":""6471ea2a8c0d64b3c26748a4""},{""$oid"":""6471ea2c8c0d64b3c2674902""},{""$oid"":""6471ea2c8c0d64b3c267490e""},{""$oid"":""6471ea2d8c0d64b3c267492e""},{""$oid"":""6471ea2d8c0d64b3c2674936""},{""$oid"":""6471ea2e8c0d64b3c2674960""},{""$oid"":""6471ea318c0d64b3c26749c8""},{""$oid"":""6471ea328c0d64b3c26749f8""},{""$oid"":""6471ea328c0d64b3c26749fa""},{""$oid"":""6471ea328c0d64b3c2674a14""},{""$oid"":""6471ea338c0d64b3c2674a24""},{""$oid"":""6471ea348c0d64b3c2674a50""},{""$oid"":""6471ea358c0d64b3c2674a80""},{""$oid"":""6471ea368c0d64b3c2674a9e""},{""$oid"":""6471ea368c0d64b3c2674aae""},{""$oid"":""6471ea378c0d64b3c2674ac6""},{""$oid"":""6471ea378c0d64b3c2674adc""},{""$oid"":""6471ea378c0d64b3c2674ade""},{""$oid"":""6471ea378c0d64b3c2674ae6""},{""$oid"":""6471ea388c0d64b3c2674afa""},{""$oid"":""6471ea388c0d64b3c2674afe""},{""$oid"":""6471ea388c0d64b3c2674b04""},{""$oid"":""6471ea388c0d64b3c2674b0a""},{""$oid"":""6471ea398c0d64b3c2674b1a""},{""$oid"":""6471ea398c0d64b3c2674b22""},{""$oid"":""6471ea398c0d64b3c2674b28""},{""$oid"":""6471ea398c0d64b3c2674b2e""},{""$oid"":""6471ea3a8c0d64b3c2674b3e""}]"
21,6471ea1d8c0d64b3c267460c,30,공교,3,Subject-28,"[{""$oid"":""6471ea1f8c0d64b3c26746f4""},{""$oid"":""6471ea208c0d64b3c2674710""},{""$oid"":""6471ea208c0d64b3c267471a""},{""$oid"":""6471ea238c0d64b3c2674794""},{""$oid"":""6471ea268c0d64b3c2674802""},{""$oid"":""6471ea278c0d64b3c267482e""},{""$oid"":""6471ea278c0d64b3c267483a""},{""$oid"":""6471ea288c0d64b3c2674864""},{""$oid"":""6471ea288c0d64b3c267486c""},{""$oid"":""6471ea298c0d64b3c2674886""},{""$oid"":""6471ea2a8c0d64b3c26748a8""},{""$oid"":""6471ea2a8c0d64b3c26748c4""},{""$oid"":""6471ea2d8c0d64b3c2674936""},{""$oid"":""6471ea2e8c0d64b3c2674954""},{""$oid"":""6471ea2e8c0d64b3c267495a""},{""$oid"":""6471ea2f8c0d64b3c267497a""},{""$oid"":""6471ea308c0d64b3c26749a6""},{""$oid"":""6471ea308c0d64b3c26749c4""},{""$oid"":""6471ea318c0d64b3c26749da""},{""$oid"":""6471ea318c0d64b3c26749de""},{""$oid"":""6471ea318c0d64b3c26749e8""},{""$oid"":""6471ea318c0d64b3c26749ec""},{""$oid"":""6471ea328c0d64b3c26749fa""},{""$oid"":""6471ea338c0d64b3c2674a1a""},{""$oid"":""6471ea338c0d64b3c2674a40""},{""$oid"":""6471ea368c0d64b3c2674abc""},{""$oid"":""6471ea378c0d64b3c2674ada""},{""$oid"":""6471ea378c0d64b3c2674ade""},{""$oid"":""6471ea388c0d64b3c2674b02""},{""$oid"":""6471ea388c0d64b3c2674b10""}]"
16,6471ea1d8c0d64b3c267460e,22,일교,3,Subject-29,"[{""$oid"":""6471ea1d8c0d64b3c267469c""},{""$oid"":""6471ea1e8c0d64b3c26746d4""},{""$oid"":""6471ea1e8c0d64b3c26746d6""},{""$oid"":""6471ea208c0d64b3c267472e""},{""$oid"":""6471ea238c0d64b3c26747a4""},{""$oid"":""6471ea248c0d64b3c26747b2""},{""$oid"":""6471ea248c0d64b3c26747ca""},{""$oid"":""6471ea248c0d64b3c26747ce""},{""$oid"":""6471ea268c0d64b3c267481e""},{""$oid"":""6471ea278c0d64b3c2674844""},{""$oid"":""6471ea278c0d64b3c267484e""},{""$oid"":""6471ea298c0d64b3c267487c""},{""$oid"":""6471ea298c0d64b3c267487e""},{""$oid"":""6471ea298c0d64b3c267488e""},{""$oid"":""6471ea298c0d64b3c2674892""},{""$oid"":""6471ea298c0d64b3c2674896""},{""$oid"":""6471ea2b8c0d64b3c26748ea""},{""$oid"":""6471ea2c8c0d64b3c2674910""},{""$oid"":""6471ea2d8c0d64b3c267492e""},{""$oid"":""6471ea2d8c0d64b3c267493a""},{""$oid"":""6471ea308c0d64b3c26749a0""},{""$oid"":""6471ea318c0d64b3c26749ca""}]"
18,6471ea1d8c0d64b3c2674610,22,공교,1,Subject-30,"[{""$oid"":""6471ea1d8c0d64b3c26746ac""},{""$oid"":""6471ea1e8c0d64b3c26746c6""},{""$oid"":""6471ea1f8c0d64b3c26746f2""},{""$oid"":""6471ea1f8c0d64b3c267470c""},{""$oid"":""6471ea218c0d64b3c2674758""},{""$oid"":""6471ea228c0d64b3c2674780""},{""$oid"":""6471ea228c0d64b3c2674782""},{""$oid"":""6471ea238c0d64b3c267478e""},{""$oid"":""6471ea258c0d64b3c26747da""},{""$oid"":""6471ea258c0d64b3c26747f8""},{""$oid"":""6471ea268c0d64b3c2674810""},{""$oid"":""6471ea268c0d64b3c267481a""},{""$oid"":""6471ea278c0d64b3c267484c""},{""$oid"":""6471ea2c8c0d64b3c2674918""},{""$oid"":""6471ea2c8c0d64b3c267491a""},{""$oid"":""6471ea2d8c0d64b3c2674920""},{""$oid"":""6471ea2f8c0d64b3c2674978""},{""$oid"":""6471ea2f8c0d64b3c2674980""},{""$oid"":""6471ea2f8c0d64b3c2674984""},{""$oid"":""6471ea308c0d64b3c26749b2""},{""$oid"":""6471ea318c0d64b3c26749d0""},{""$oid"":""6471ea318c0d64b3c26749de""}]"
14,6471ea1d8c0d64b3c2674612,22,일교,1,Subject-31,"[{""$oid"":""6471ea1e8c0d64b3c26746ca""},{""$oid"":""6471ea1e8c0d64b3c26746e2""},{""$oid"":""6471ea1f8c0d64b3c26746ea""},{""$oid"":""6471ea1f8c0d64b3c26746f4""},{""$oid"":""6471ea208c0d64b3c2674730""},{""$oid"":""6471ea208c0d64b3c2674734""},{""$oid"":""6471ea218c0d64b3c267474c""},{""$oid"":""6471ea218c0d64b3c2674752""},{""$oid"":""6471ea218c0d64b3c2674756""},{""$oid"":""6471ea228c0d64b3c2674784""},{""$oid"":""6471ea238c0d64b3c267478c""},{""$oid"":""6471ea238c0d64b3c26747a6""},{""$oid"":""6471ea248c0d64b3c26747b2""},{""$oid"":""6471ea248c0d64b3c26747c0""},{""$oid"":""6471ea258c0d64b3c26747e2""},{""$oid"":""6471ea268c0d64b3c2674806""},{""$oid"":""6471ea268c0d64b3c2674820""},{""$oid"":""6471ea278c0d64b3c2674842""},{""$oid"":""6471ea278c0d64b3c2674848""},{""$oid"":""6471ea298c0d64b3c2674886""},{""$oid"":""6471ea2c8c0d64b3c267491e""},{""$oid"":""6471ea308c0d64b3c26749a6""}]"
18,6471ea1d8c0d64b3c2674614,25,전공,2,Subject-32,"[{""$oid"":""6471ea1d8c0d64b3c26746ba""},{""$oid"":""6471ea1e8c0d64b3c26746dc""},{""$oid"":""6471ea1f8c0d64b3c26746f0""},{""$oid"":""6471ea208c0d64b3c2674710""},{""$oid"":""6471ea208c0d64b3c2674734""},{""$oid"":""6471ea258c0d64b3c26747ea""},{""$oid"":""6471ea298c0d64b3c2674892""},{""$oid"":""6471ea298c0d64b3c2674894""},{""$oid"":""6471ea2b8c0d64b3c26748d8""},{""$oid"":""6471ea2e8c0d64b3c2674962""},{""$oid"":""6471ea318c0d64b3c26749ca""},{""$oid"":""6471ea318c0d64b3c26749cc""},{""$oid"":""6471ea348c0d64b3c2674a56""},{""$oid"":""6471ea348c0d64b3c2674a58""},{""$oid"":""6471ea358c0d64b3c2674a72""},{""$oid"":""6471ea358c0d64b3c2674a84""},{""$oid"":""6471ea368c0d64b3c2674aa8""},{""$oid"":""6471ea378c0d64b3c2674ac4""},{""$oid"":""6471ea388c0d64b3c2674aec""},{""$oid"":""6471ea388c0d64b3c2674af2""},{""$oid"":""6471ea388c0d64b3c2674af6""},{""$oid"":""6471ea388c0d64b3c2674b06""},{""$oid"":""6471ea398c0d64b3c2674b14""},{""$oid"":""6471ea398c0d64b3c2674b2a""},{""$oid"":""6471ea398c0d64b3c2674b2c""}]"
20,6471ea1d8c0d64b3c2674616,37,전필,3,Subject-33,"[{""$oid"":""6471ea1f8c0d64b3c2674700""},{""$oid"":""6471ea1f8c0d64b3c2674704""},{""$oid"":""6471ea1f8c0d64b3c267470c""},{""$oid"":""6471ea208c0d64b3c2674718""},{""$oid"":""6471ea218c0d64b3c267473a""},{""$oid"":""6471ea218c0d64b3c2674744""},{""$oid"":""6471ea218c0d64b3c2674756""},{""$oid"":""6471ea228c0d64b3c2674782""},{""$oid"":""6471ea268c0d64b3c2674800""},{""$oid"":""6471ea278c0d64b3c267482e""},{""$oid"":""6471ea298c0d64b3c267489a""},{""$oid"":""6471ea2a8c0d64b3c26748ba""},{""$oid"":""6471ea2b8c0d64b3c26748d2""},{""$oid"":""6471ea2c8c0d64b3c2674900""},{""$oid"":""6471ea2d8c0d64b3c2674924""},{""$oid"":""6471ea2d8c0d64b3c2674932""},{""$oid"":""6471ea2d8c0d64b3c267493a""},{""$oid"":""6471ea308c0d64b3c26749be""},{""$oid"":""6471ea318c0d64b3c26749cc""},{""$oid"":""6471ea318c0d64b3c26749da""},{""$oid"":""6471ea328c0d64b3c2674a02""},{""$oid"":""6471ea328c0d64b3c2674a0c""},{""$oid"":""6471ea328c0d64b3c2674a18""},{""$oid"":""6471ea358c0d64b3c2674a7a""},{""$oid"":""6471ea358c0d64b3c2674a7e""},{""$oid"":""6471ea358c0d64b3c2674a92""},{""$oid"":""6471ea368c0d64b3c2674a9a""},{""$oid"":""6471ea368c0d64b3c2674a9e""},{""$oid"":""6471ea378c0d64b3c2674ad6""},{""$oid"":""6471ea388c0d64b3c2674aee""},{""$oid"":""6471ea388c0d64b3c2674b0e""},{""$oid"":""6471ea388c0d64b3c2674b10""},{""$oid"":""6471ea398c0d64b3c2674b12""},{""$oid"":""6471ea398c0d64b3c2674b2c""},{""$oid"":""6471ea398c0d64b3c2674b36""},{""$oid"":""6471ea3a8c0d64b3c2674b3c""},{""$oid"":""6471ea3a8c0d64b3c2674b42""}]"
24,6471ea1d8c0d64b3c2674618,37,전선,1,Subject-34,"[{""$oid"":""6471ea1d8c0d64b3c26746a0""},{""$oid"":""6471ea1d8c0d64b3c26746b2""},{""$oid"":""6471ea1e8c0d64b3c26746da""},{""$oid"":""6471ea1f8c0d64b3c26746e8""},{""$oid"":""6471ea1f8c0d64b3c2674700""},{""$oid"":""6471ea218c0d64b3c2674748""},{""$oid"":""6471ea218c0d64b3c2674754""},{""$oid"":""6471ea228c0d64b3c2674766""},{""$oid"":""6471ea238c0d64b3c267478c""},{""$oid"":""6471ea248c0d64b3c26747b4""},{""$oid"":""6471ea268c0d64b3c2674810""},{""$oid"":""6471ea278c0d64b3c2674846""},{""$oid"":""6471ea288c0d64b3c2674872""},{""$oid"":""6471ea2a8c0d64b3c26748b8""},{""$oid"":""6471ea2a8c0d64b3c26748c6""},{""$oid"":""6471ea2a8c0d64b3c26748cc""},{""$oid"":""6471ea2b8c0d64b3c26748de""},{""$oid"":""6471ea2b8c0d64b3c26748e0""},{""$oid"":""6471ea2b8c0d64b3c26748ec""},{""$oid"":""6471ea2c8c0d64b3c26748f6""},{""$oid"":""6471ea2c8c0d64b3c267490a""},{""$oid"":""6471ea2c8c0d64b3c2674918""},{""$oid"":""6471ea2d8c0d64b3c267492c""},{""$oid"":""6471ea2e8c0d64b3c2674950""},{""$oid"":""6471ea2e8c0d64b3c2674964""},{""$oid"":""6471ea2f8c0d64b3c267498c""},{""$oid"":""6471ea318c0d64b3c26749da""},{""$oid"":""6471ea338c0d64b3c2674a2e""},{""$oid"":""6471ea338c0d64b3c2674a30""},{""$oid"":""6471ea348c0d64b3c2674a4c""},{""$oid"":""6471ea348c0d64b3c2674a52""},{""$oid"":""6471ea348c0d64b3c2674a5c""},{""$oid"":""6471ea348c0d64b3c2674a62""},{""$oid"":""6471ea348c0d64b3c2674a64""},{""$oid"":""6471ea358c0d64b3c2674a8e""},{""$oid"":""6471ea368c0d64b3c2674aa4""},{""$oid"":""6471ea368c0d64b3c2674abe""}]"
22,6471ea1d8c0d64b3c267461a,40,전선,3,Subject-35,"[{""$oid"":""6471ea1d8c0d64b3c267469e""},{""$oid"":""6471ea228c0d64b3c2674762""},{""$oid"":""6471ea228c0d64b3c2674776""},{""$oid"":""6471ea238c0d64b3c2674794""},{""$oid"":""6471ea238c0d64b3c26747a0""},{""$oid"":""6471ea258c0d64b3c26747e6""},{""$oid"":""6471ea278c0d64b3c2674834""},{""$oid"":""6471ea288c0d64b3c267486e""},{""$oid"":""6471ea298c0d64b3c2674894""},{""$oid"":""6471ea2a8c0d64b3c26748ae""},{""$oid"":""6471ea2c8c0d64b3c2674912""},{""$oid"":""6471ea2d8c0d64b3c2674926""},{""$oid"":""6471ea2f8c0d64b3c2674984""},{""$oid"":""6471ea328c0d64b3c26749f4""},{""$oid"":""6471ea328c0d64b3c2674a0c""},{""$oid"":""6471ea338c0d64b3c2674a20""},{""$oid"":""6471ea338c0d64b3c2674a28""},{""$oid"":""6471ea338c0d64b3c2674a3c""},{""$oid"":""6471ea348c0d64b3c2674a54""},{""$oid"":""6471ea348c0d64b3c2674a58""},{""$oid"":""6471ea358c0d64b3c2674a8a""},{""$oid"":""6471ea368c0d64b3c2674a98""},{""$oid"":""6471ea368c0d64b3c2674aa0""},{""$oid"":""6471ea368c0d64b3c2674ab0""},{""$oid"":""6471ea378c0d64b3c2674ac2""},{""$oid"":""6471ea378c0d64b3c2674ad4""},{""$oid"":""6471ea378c0d64b3c2674ada""},{""$oid"":""6471ea388c0d64b3c2674af6""},{""$oid"":""6471ea388c0d64b3c2674b00""},{""$oid"":""6471ea398c0d64b3c2674b14""},{""$oid"":""6471ea398c0d64b3c2674b16""},{""$oid"":""6471ea398c0d64b3c2674b1e""},{""$oid"":""6471ea398c0d64b3c2674b28""},{""$oid"":""6471ea398c0d64b3c2674b2e""},{""$oid"":""6471ea398c0d64b3c2674b38""},{""$oid"":""6471ea3a8c0d64b3c2674b3c""},{""$oid"":""6471ea3a8c0d64b3c2674b40""}]"
23,6471ea1d8c0d64b3c267461c,34,전공,2,Subject-36,"[{""$oid"":""6471ea1d8c0d64b3c26746a6""},{""$oid"":""6471ea1d8c0d64b3c26746b0""},{""$oid"":""6471ea1e8c0d64b3c26746ce""},{""$oid"":""6471ea208c0d64b3c2674728""},{""$oid"":""6471ea218c0d64b3c2674742""},{""$oid"":""6471ea228c0d64b3c267476a""},{""$oid"":""6471ea238c0d64b3c267478a""},{""$oid"":""6471ea238c0d64b3c26747aa""},{""$oid"":""6471ea248c0d64b3c26747bc""},{""$oid"":""6471ea248c0d64b3c26747d2""},{""$oid"":""6471ea258c0d64b3c26747da""},{""$oid"":""6471ea258c0d64b3c26747ee""},{""$oid"":""6471ea258c0d64b3c26747f8""},{""$oid"":""6471ea268c0d64b3c2674808""},{""$oid"":""6471ea278c0d64b3c2674828""},{""$oid"":""6471ea278c0d64b3c267483a""},{""$oid"":""6471ea298c0d64b3c267488c""},{""$oid"":""6471ea2a8c0d64b3c26748c4""},{""$oid"":""6471ea2b8c0d64b3c26748d8""},{""$oid"":""6471ea2c8c0d64b3c2674916""},{""$oid"":""6471ea2e8c0d64b3c2674962""},{""$oid"":""6471ea2f8c0d64b3c267498e""},{""$oid"":""6471ea308c0d64b3c267499e""},{""$oid"":""6471ea318c0d64b3c26749e2""},{""$oid"":""6471ea318c0d64b3c26749ea""},{""$oid"":""6471ea328c0d64b3c2674a0c""},{""$oid"":""6471ea328c0d64b3c2674a10""},{""$oid"":""6471ea328c0d64b3c2674a18""},{""$oid"":""6471ea338c0d64b3c2674a2c""},{""$oid"":""6471ea348c0d64b3c2674a4e""},{""$oid"":""6471ea348c0d64b3c2674a66""},{""$oid"":""6471ea348c0d64b3c2674a6a""},{""$oid"":""6471ea358c0d64b3c2674a8a""},{""$oid"":""6471ea358c0d64b3c2674a92""}]"
23,6471ea1d8c0d64b3c267461e,40,일교,2,Subject-37,"[{""$oid"":""6471ea1d8c0d64b3c26746a6""},{""$oid"":""6471ea1e8c0d64b3c26746d4""},{""$oid"":""6471ea1f8c0d64b3c26746ea""},{""$oid"":""6471ea1f8c0d64b3c26746ec""},{""$oid"":""6471ea1f8c0d64b3c26746f6""},{""$oid"":""6471ea208c0d64b3c2674720""},{""$oid"":""6471ea208c0d64b3c2674728""},{""$oid"":""6471ea218c0d64b3c2674738""},{""$oid"":""6471ea218c0d64b3c2674750""},{""$oid"":""6471ea238c0d64b3c26747ae""},{""$oid"":""6471ea248c0d64b3c26747d8""},{""$oid"":""6471ea258c0d64b3c26747dc""},{""$oid"":""6471ea258c0d64b3c26747e8""},{""$oid"":""6471ea268c0d64b3c2674812""},{""$oid"":""6471ea268c0d64b3c2674826""},{""$oid"":""6471ea278c0d64b3c2674828""},{""$oid"":""6471ea278c0d64b3c2674844""},{""$oid"":""6471ea288c0d64b3c2674876""},{""$oid"":""6471ea2a8c0d64b3c26748b4""},{""$oid"":""6471ea2b8c0d64b3c26748f4""},{""$oid"":""6471ea2c8c0d64b3c26748f8""},{""$oid"":""6471ea2c8c0d64b3c2674906""},{""$oid"":""6471ea2c8c0d64b3c2674910""},{""$oid"":""6471ea2e8c0d64b3c267495c""},{""$oid"":""6471ea2e8c0d64b3c267495e""},{""$oid"":""6471ea2e8c0d64b3c2674970""},{""$oid"":""6471ea308c0d64b3c267499e""},{""$oid"":""6471ea308c0d64b3c26749ae""},{""$oid"":""6471ea308c0d64b3c26749be""},{""$oid"":""6471ea348c0d64b3c2674a68""},{""$oid"":""6471ea358c0d64b3c2674a86""},{""$oid"":""6471ea368c0d64b3c2674a98""},{""$oid"":""6471ea368c0d64b3c2674a9a""},{""$oid"":""6471ea368c0d64b3c2674aa2""},{""$oid"":""6471ea368c0d64b3c2674aae""},{""$oid"":""6471ea378c0d64b3c2674acc""},{""$oid"":""6471ea388c0d64b3c2674af2""},{""$oid"":""6471ea388c0d64b3c2674af4""},{""$oid"":""6471ea388c0d64b3c2674afc""},{""$oid"":""6471ea388c0d64b3c2674b0c""}]"
23,6471ea1d8c0d64b3c2674620,30,공교,2,Subject-38,"[{""$oid"":""6471ea1e8c0d64b3c26746d8""},{""$oid"":""6471ea1e8c0d64b3c26746de""},{""$oid"":""6471ea1f8c0d64b3c2674706""},{""$oid"":""6471ea1f8c0d64b3c267470e""},{""$oid"":""6471ea218c0d64b3c2674740""},{""$oid"":""6471ea238c0d64b3c267479a""},{""$oid"":""6471ea248c0d64b3c26747ba""},{""$oid"":""6471ea268c0d64b3c2674800""},{""$oid"":""6471ea278c0d64b3c267482c""},{""$oid"":""6471ea278c0d64b3c267483a""},{""$oid"":""6471ea288c0d64b3c2674858""},{""$oid"":""6471ea288c0d64b3c2674868""},{""$oid"":""6471ea288c0d64b3c2674870""},{""$oid"":""6471ea298c0d64b3c267489e""},{""$oid"":""6471ea2c8c0d64b3c26748fa""},{""$oid"":""6471ea2d8c0d64b3c2674932""},{""$oid"":""6471ea2d8c0d64b3c2674944""},{""$oid"":""6471ea2e8c0d64b3c2674958""},{""$oid"":""6471ea2e8c0d64b3c267496e""},{""$oid"":""6471ea2f8c0d64b3c2674994""},{""$oid"":""6471ea308c0d64b3c26749a0""},{""$oid"":""6471ea308c0d64b3c26749a8""},{""$oid"":""6471ea318c0d64b3c26749d4""},{""$oid"":""6471ea328c0d64b3c26749f6""},{""$oid"":""6471ea328c0d64b3c2674a10""},{""$oid"":""6471ea328c0d64b3c2674a16""},{""$oid"":""6471ea348c0d64b3c2674a4c""},{""$oid"":""6471ea348c0d64b3c2674a58""},{""$oid"":""6471ea358c0d64b3c2674a8e""},{""$oid"":""6471ea368c0d64b3c2674aa6""}]"
20,6471ea1d8c0d64b3c2674622,28,일교,3,Subject-39,"[{""$oid"":""6471ea1d8c0d64b3c26746aa""},{""$oid"":""6471ea1d8c0d64b3c26746ac""},{""$oid"":""6471ea1e8c0d64b3c26746d2""},{""$oid"":""6471ea208c0d64b3c2674714""},{""$oid"":""6471ea238c0d64b3c26747ac""},{""$oid"":""6471ea258c0d64b3c26747ee""},{""$oid"":""6471ea278c0d64b3c267484a""},{""$oid"":""6471ea288c0d64b3c2674874""},{""$oid"":""6471ea298c0d64b3c26748a2""},{""$oid"":""6471ea2a8c0d64b3c26748a8""},{""$oid"":""6471ea2d8c0d64b3c2674938""},{""$oid"":""6471ea2d8c0d64b3c2674940""},{""$oid"":""6471ea2f8c0d64b3c267497e""},{""$oid"":""6471ea2f8c0d64b3c267498e""},{""$oid"":""6471ea2f8c0d64b3c2674996""},{""$oid"":""6471ea308c0d64b3c26749a2""},{""$oid"":""6471ea318c0d64b3c26749d4""},{""$oid"":""6471ea328c0d64b3c2674a04""},{""$oid"":""6471ea348c0d64b3c2674a48""},{""$oid"":""6471ea348c0d64b3c2674a5c""},{""$oid"":""6471ea358c0d64b3c2674a7a""},{""$oid"":""6471ea358c0d64b3c2674a82""},{""$oid"":""6471ea358c0d64b3c2674a90""},{""$oid"":""6471ea388c0d64b3c2674af8""},{""$oid"":""6471ea398c0d64b3c2674b12""},{""$oid"":""6471ea398c0d64b3c2674b38""},{""$oid"":""6471ea3a8c0d64b3c2674b42""}]"
21,6471ea1d8c0d64b3c2674624,30,일교,1,Subject-40,"[{""$oid"":""6471ea1d8c0d64b3c26746b4""},{""$oid"":""6471ea1d8c0d64b3c26746b8""},{""$oid"":""6471ea1e8c0d64b3c26746c0""},{""$oid"":""6471ea1f8c0d64b3c26746fc""},{""$oid"":""6471ea1f8c0d64b3c2674702""},{""$oid"":""6471ea218c0d64b3c2674746""},{""$oid"":""6471ea228c0d64b3c2674778""},{""$oid"":""6471ea238c0d64b3c2674788""},{""$oid"":""6471ea248c0d64b3c26747bc""},{""$oid"":""6471ea268c0d64b3c267481e""},{""$oid"":""6471ea278c0d64b3c2674834""},{""$oid"":""6471ea2a8c0d64b3c26748a4""},{""$oid"":""6471ea2a8c0d64b3c26748be""},{""$oid"":""6471ea2b8c0d64b3c26748d4""},{""$oid"":""6471ea2b8c0d64b3c26748f0""},{""$oid"":""6471ea2f8c0d64b3c2674980""},{""$oid"":""6471ea338c0d64b3c2674a1a""},{""$oid"":""6471ea338c0d64b3c2674a1e""},{""$oid"":""6471ea348c0d64b3c2674a68""},{""$oid"":""6471ea358c0d64b3c2674a8a""},{""$oid"":""6471ea358c0d64b3c2674a8c""},{""$oid"":""6471ea368c0d64b3c2674a96""},{""$oid"":""6471ea378c0d64b3c2674ac8""},{""$oid"":""6471ea388c0d64b3c2674afc""},{""$oid"":""6471ea388c0d64b3c2674b00""},{""$oid"":""6471ea398c0d64b3c2674b14""},{""$oid"":""6471ea398c0d64b3c2674b20""},{""$oid"":""6471ea398c0d64b3c2674b22""},{""$oid"":""6471ea398c0d64b3c2674b2a""},{""$oid"":""6471ea398c0d64b3c2674b38""}]"
19,6471ea1d8c0d64b3c2674626,29,일교,1,Subject-41,"[{""$oid"":""6471ea1d8c0d64b3c26746b0""},{""$oid"":""6471ea1f8c0d64b3c26746fa""},{""$oid"":""6471ea1f8c0d64b3c26746fe""},{""$oid"":""6471ea1f8c0d64b3c2674702""},{""$oid"":""6471ea258c0d64b3c26747fa""},{""$oid"":""6471ea278c0d64b3c267484e""},{""$oid"":""6471ea288c0d64b3c267485a""},{""$oid"":""6471ea288c0d64b3c2674878""},{""$oid"":""6471ea298c0d64b3c267487c""},{""$oid"":""6471ea298c0d64b3c2674882""},{""$oid"":""6471ea298c0d64b3c2674884""},{""$oid"":""6471ea298c0d64b3c267488a""},{""$oid"":""6471ea2a8c0d64b3c26748b2""},{""$oid"":""6471ea2b8c0d64b3c26748da""},{""$oid"":""6471ea2b8c0d64b3c26748e4""},{""$oid"":""6471ea2c8c0d64b3c2674902""},{""$oid"":""6471ea2c8c0d64b3c2674912""},{""$oid"":""6471ea2d8c0d64b3c2674928""},{""$oid"":""6471ea2e8c0d64b3c2674954""},{""$oid"":""6471ea2e8c0d64b3c2674960""},{""$oid"":""6471ea308c0d64b3c26749a8""},{""$oid"":""6471ea318c0d64b3c26749d8""},{""$oid"":""6471ea328c0d64b3c2674a06""},{""$oid"":""6471ea328c0d64b3c2674a10""},{""$oid"":""6471ea338c0d64b3c2674a40""},{""$oid"":""6471ea348c0d64b3c2674a52""},{""$oid"":""6471ea358c0d64b3c2674a76""},{""$oid"":""6471ea368c0d64b3c2674a96""},{""$oid"":""6471ea368c0d64b3c2674a9c""}]"
25,6471ea1d8c0d64b3c2674628,37,전선,3,Subject-42,"[{""$oid"":""6471ea1d8c0d64b3c26746b4""},{""$oid"":""6471ea1d8c0d64b3c26746b6""},{""$oid"":""6471ea1e8c0d64b3c26746d6""},{""$oid"":""6471ea208c0d64b3c267471c""},{""$oid"":""6471ea228c0d64b3c2674778""},{""$oid"":""6471ea238c0d64b3c267479e""},{""$oid"":""6471ea248c0d64b3c26747d4""},{""$oid"":""6471ea258c0d64b3c26747de""},{""$oid"":""6471ea268c0d64b3c2674800""},{""$oid"":""6471ea288c0d64b3c2674868""},{""$oid"":""6471ea2a8c0d64b3c26748aa""},{""$oid"":""6471ea2a8c0d64b3c26748c0""},{""$oid"":""6471ea2a8c0d64b3c26748ca""},{""$oid"":""6471ea2b8c0d64b3c26748d4""},{""$oid"":""6471ea2c8c0d64b3c267490c""},{""$oid"":""6471ea2d8c0d64b3c267492e""},{""$oid"":""6471ea2d8c0d64b3c2674930""},{""$oid"":""6471ea2f8c0d64b3c267497e""},{""$oid"":""6471ea308c0d64b3c26749aa""},{""$oid"":""6471ea308c0d64b3c26749be""},{""$oid"":""6471ea318c0d64b3c26749d4""},{""$oid"":""6471ea328c0d64b3c26749f4""},{""$oid"":""6471ea328c0d64b3c26749fe""},{""$oid"":""6471ea338c0d64b3c2674a1a""},{""$oid"":""6471ea338c0d64b3c2674a2a""},{""$oid"":""6471ea348c0d64b3c2674a54""},{""$oid"":""6471ea348c0d64b3c2674a6a""},{""$oid"":""6471ea358c0d64b3c2674a8c""},{""$oid"":""6471ea368c0d64b3c2674a96""},{""$oid"":""6471ea368c0d64b3c2674ab2""},{""$oid"":""6471ea368c0d64b3c2674abc""},{""$oid"":""6471ea378c0d64b3c2674ace""},{""$oid"":""6471ea378c0d64b3c2674ae0""},{""$oid"":""6471ea388c0d64b3c2674af0""},{""$oid"":""6471ea388c0d64b3c2674afe""},{""$oid"":""6471ea388c0d64b3c2674b00""},{""$oid"":""6471ea398c0d64b3c2674b16""}]"
